,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
527,Eden Gardens,1,Rajasthan Royals,Kolkata Knight Riders,R Dravid,AM Rahane,_,_,_,_,_,_,_,L Balaji,JH Kallis,SP Narine,_,_,_
528,Eden Gardens,2,Kolkata Knight Riders,Rajasthan Royals,JH Kallis,G Gambhir,MS Bisla,_,_,_,_,_,_,J Botha,A Singh,AA Chavan,_,_,_
529,Subrata Roy Sahara Stadium,1,Chennai Super Kings,Pune Warriors,F du Plessis,M Vijay,_,_,_,_,_,_,_,M Kartik,AB Dinda,A Nehra,R Sharma,MN Samuels,_
530,Subrata Roy Sahara Stadium,2,Pune Warriors,Chennai Super Kings,RV Uthappa,JD Ryder,SC Ganguly,_,_,_,_,_,_,KMDN Kulasekara,JA Morkel,R Ashwin,DJ Bravo,_,_
531,Eden Gardens,1,Kings XI Punjab,Kolkata Knight Riders,AC Gilchrist,Mandeep Singh,SE Marsh,DJ Hussey,_,_,_,_,_,YK Pathan,JH Kallis,SP Narine,_,_,_
532,Eden Gardens,2,Kolkata Knight Riders,Kings XI Punjab,JH Kallis,G Gambhir,MS Bisla,MK Tiwary,_,_,_,_,_,P Kumar,BA Bhatt,AD Mascarenhas,_,_,_
533,M Chinnaswamy Stadium,1,Rajasthan Royals,Royal Challengers Bangalore,R Dravid,AM Rahane,_,_,_,_,_,_,_,Z Khan,S Aravind,R Vinay Kumar,_,_,_
534,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Rajasthan Royals,MA Agarwal,CH Gayle,V Kohli,AB de Villiers,_,_,_,_,_,J Botha,Pankaj Singh,A Singh,_,_,_
535,Wankhede Stadium,1,Mumbai Indians,Delhi Daredevils,RE Levi,DJ Jacobs,RG Sharma,AT Rayudu,_,_,_,_,_,IK Pathan,S Nadeem,M Morkel,_,_,_
536,Wankhede Stadium,2,Delhi Daredevils,Mumbai Indians,NV Ojha,V Sehwag,KP Pietersen,_,_,_,_,_,_,MM Patel,RP Singh,CJ McKay,_,_,_
537,Sawai Mansingh Stadium,1,Deccan Chargers,Rajasthan Royals,KC Sangakkara,S Dhawan,_,_,_,_,_,_,_,Pankaj Singh,A Singh,J Botha,_,_,_
538,Sawai Mansingh Stadium,2,Rajasthan Royals,Deccan Chargers,R Dravid,AM Rahane,AL Menaria,_,_,_,_,_,_,Ankit Sharma,DW Steyn,DT Christian,Anand Rajan,_,_
539,M Chinnaswamy Stadium,1,Pune Warriors,Royal Challengers Bangalore,RV Uthappa,JD Ryder,_,_,_,_,_,_,_,Z Khan,TM Dilshan,R Vinay Kumar,HV Patel,DL Vettori,_
540,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Pune Warriors,TM Dilshan,CH Gayle,MA Agarwal,_,_,_,_,_,_,AB Dinda,A Nehra,B Kumar,MN Samuels,_,_
541,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Kolkata Knight Riders,AC Gilchrist,PC Valthaty,SE Marsh,Mandeep Singh,_,_,_,_,_,B Lee,JH Kallis,SP Narine,_,_,_
542,"Punjab Cricket Association Stadium, Mohali",2,Kolkata Knight Riders,Kings XI Punjab,BB McCullum,G Gambhir,MS Bisla,_,_,_,_,_,_,P Kumar,AD Mascarenhas,Harmeet Singh,PP Chawla,_,_
543,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Pune Warriors,F du Plessis,S Badrinath,_,_,_,_,_,_,_,M Kartik,A Nehra,B Kumar,MN Samuels,_,_
544,"MA Chidambaram Stadium, Chepauk",2,Pune Warriors,Chennai Super Kings,RV Uthappa,JD Ryder,SC Ganguly,MK Pandey,_,_,_,_,_,DE Bollinger,KMDN Kulasekara,R Ashwin,_,_,_
545,Feroz Shah Kotla,1,Deccan Chargers,Delhi Daredevils,KC Sangakkara,S Dhawan,PA Patel,_,_,_,_,_,_,IK Pathan,KP Pietersen,M Morkel,AB Agarkar,_,_
546,Feroz Shah Kotla,2,Delhi Daredevils,Deccan Chargers,NV Ojha,V Sehwag,KP Pietersen,DPMD Jayawardene,LRPL Taylor,_,_,_,_,V Pratap Singh,DW Steyn,DT Christian,_,_,_
547,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Royal Challengers Bangalore,N Saini,PC Valthaty,SE Marsh,DJ Hussey,_,_,_,_,_,Z Khan,R Vinay Kumar,HV Patel,_,_,_
548,"Punjab Cricket Association Stadium, Mohali",2,Royal Challengers Bangalore,Kings XI Punjab,MA Agarwal,CH Gayle,V Kohli,SS Tiwary,AB de Villiers,_,_,_,_,P Kumar,P Awana,_,_,_,_
549,Feroz Shah Kotla,1,Pune Warriors,Delhi Daredevils,RV Uthappa,JD Ryder,SC Ganguly,_,_,_,_,_,_,IK Pathan,S Nadeem,M Morkel,UT Yadav,_,_
550,Feroz Shah Kotla,2,Delhi Daredevils,Pune Warriors,DPMD Jayawardene,V Sehwag,KP Pietersen,_,_,_,_,_,_,AC Thomas,A Nehra,M Kartik,AD Mathews,_,_
551,"MA Chidambaram Stadium, Chepauk",1,Rajasthan Royals,Chennai Super Kings,R Dravid,AM Rahane,OA Shah,_,_,_,_,_,_,KMDN Kulasekara,DE Bollinger,DJ Bravo,R Ashwin,_,_
552,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,Rajasthan Royals,S Badrinath,F du Plessis,_,_,_,_,_,_,_,AL Menaria,STR Binny,A Singh,KK Cooper,GB Hogg,_
553,Barabati Stadium,1,Deccan Chargers,Kolkata Knight Riders,KC Sangakkara,S Dhawan,PA Patel,_,_,_,_,_,_,YK Pathan,B Lee,SP Narine,L Balaji,_,_
554,Barabati Stadium,2,Kolkata Knight Riders,Deccan Chargers,BB McCullum,G Gambhir,MS Bisla,_,_,_,_,_,_,DW Steyn,Ankit Sharma,V Pratap Singh,_,_,_
555,Wankhede Stadium,1,Mumbai Indians,Kings XI Punjab,JEC Franklin,SR Tendulkar,_,_,_,_,_,_,_,P Kumar,BA Bhatt,P Awana,Azhar Mahmood,_,_
556,Wankhede Stadium,2,Kings XI Punjab,Mumbai Indians,N Saini,Mandeep Singh,_,_,_,_,_,_,_,MM Patel,RP Singh,PP Ojha,KA Pollard,_,_
557,Sawai Mansingh Stadium,1,Royal Challengers Bangalore,Rajasthan Royals,V Kohli,TM Dilshan,MA Agarwal,_,_,_,_,_,_,A Chandila,Pankaj Singh,KK Cooper,_,_,_
558,Sawai Mansingh Stadium,2,Rajasthan Royals,Royal Challengers Bangalore,R Dravid,AM Rahane,_,_,_,_,_,_,_,Z Khan,R Vinay Kumar,DL Vettori,_,_,_
559,Subrata Roy Sahara Stadium,1,Pune Warriors,Delhi Daredevils,JD Ryder,MK Pandey,SC Ganguly,RV Uthappa,_,_,_,_,_,IK Pathan,M Morkel,UT Yadav,_,_,_
560,Subrata Roy Sahara Stadium,2,Delhi Daredevils,Pune Warriors,DPMD Jayawardene,V Sehwag,KP Pietersen,_,_,_,_,_,_,AC Thomas,A Nehra,LJ Wright,_,_,_
561,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Mumbai Indians,N Saini,Mandeep Singh,SE Marsh,_,_,_,_,_,_,RJ Peterson,RP Singh,CJ McKay,MM Patel,_,_
562,"Punjab Cricket Association Stadium, Mohali",2,Mumbai Indians,Kings XI Punjab,JEC Franklin,SR Tendulkar,_,_,_,_,_,_,_,P Kumar,BA Bhatt,P Awana,_,_,_
563,Subrata Roy Sahara Stadium,1,Deccan Chargers,Pune Warriors,PA Patel,S Dhawan,CL White,_,_,_,_,_,_,A Nehra,AC Thomas,MN Samuels,B Kumar,_,_
564,Subrata Roy Sahara Stadium,2,Pune Warriors,Deccan Chargers,MK Pandey,JD Ryder,SC Ganguly,RV Uthappa,_,_,_,_,_,Ankit Sharma,JP Duminy,MS Gony,J Theron,_,_
565,Feroz Shah Kotla,1,Delhi Daredevils,Mumbai Indians,DPMD Jayawardene,V Sehwag,_,_,_,_,_,_,_,SL Malinga,RP Singh,R Shukla,_,_,_
566,Feroz Shah Kotla,2,Mumbai Indians,Delhi Daredevils,AC Blizzard,SR Tendulkar,RG Sharma,KD Karthik,AT Rayudu,_,_,_,_,IK Pathan,S Nadeem,M Morkel,UT Yadav,_,_
567,Eden Gardens,1,Kolkata Knight Riders,Royal Challengers Bangalore,BB McCullum,G Gambhir,_,_,_,_,_,_,_,Z Khan,DL Vettori,KP Appanna,R Vinay Kumar,_,_
568,Eden Gardens,2,Royal Challengers Bangalore,Kolkata Knight Riders,TM Dilshan,CH Gayle,V Kohli,AB de Villiers,SS Tiwary,_,_,_,_,YK Pathan,B Lee,SP Narine,JH Kallis,_,_
569,"MA Chidambaram Stadium, Chepauk",1,Kings XI Punjab,Chennai Super Kings,Mandeep Singh,SE Marsh,_,_,_,_,_,_,_,KMDN Kulasekara,JA Morkel,R Ashwin,SB Jakati,_,_
570,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,Kings XI Punjab,F du Plessis,S Badrinath,SK Raina,_,_,_,_,_,_,P Kumar,BA Bhatt,Bipul Sharma,P Awana,Azhar Mahmood,_
571,Feroz Shah Kotla,1,Delhi Daredevils,Rajasthan Royals,DPMD Jayawardene,V Sehwag,KP Pietersen,LRPL Taylor,_,_,_,_,_,AA Chavan,Pankaj Singh,A Singh,KK Cooper,_,_
572,Feroz Shah Kotla,2,Rajasthan Royals,Delhi Daredevils,R Dravid,AM Rahane,_,_,_,_,_,_,_,IK Pathan,S Nadeem,M Morkel,UT Yadav,_,_
573,Wankhede Stadium,1,Deccan Chargers,Mumbai Indians,PA Patel,S Dhawan,IR Jaggi,_,_,_,_,_,_,Harbhajan Singh,RP Singh,MM Patel,SL Malinga,_,_
574,Wankhede Stadium,2,Mumbai Indians,Deccan Chargers,RE Levi,SR Tendulkar,RG Sharma,KD Karthik,_,_,_,_,_,DW Steyn,V Pratap Singh,DT Christian,_,_,_
575,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Kolkata Knight Riders,F du Plessis,MEK Hussey,SK Raina,DJ Bravo,_,_,_,_,_,Iqbal Abdulla,B Lee,YK Pathan,SP Narine,_,_
576,"MA Chidambaram Stadium, Chepauk",2,Kolkata Knight Riders,Chennai Super Kings,G Gambhir,BB McCullum,JH Kallis,_,_,_,_,_,_,SB Jakati,JA Morkel,R Ashwin,_,_,_
577,Sawai Mansingh Stadium,1,Rajasthan Royals,Delhi Daredevils,R Dravid,AM Rahane,_,_,_,_,_,_,_,IK Pathan,UT Yadav,M Morkel,S Nadeem,_,_
578,Sawai Mansingh Stadium,2,Delhi Daredevils,Rajasthan Royals,DPMD Jayawardene,V Sehwag,KP Pietersen,_,_,_,_,_,_,AA Chavan,Pankaj Singh,SR Watson,A Singh,_,_
579,Barabati Stadium,1,Deccan Chargers,Pune Warriors,PA Patel,S Dhawan,CL White,KC Sangakkara,_,_,_,_,_,MN Samuels,WD Parnell,A Nehra,B Kumar,_,_
580,Barabati Stadium,2,Pune Warriors,Deccan Chargers,MK Pandey,MJ Clarke,SC Ganguly,_,_,_,_,_,_,Ankit Sharma,JP Duminy,V Pratap Singh,DW Steyn,_,_
581,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Kings XI Punjab,MA Agarwal,CH Gayle,V Kohli,_,_,_,_,_,_,P Kumar,RJ Harris,P Awana,_,_,_
582,M Chinnaswamy Stadium,2,Kings XI Punjab,Royal Challengers Bangalore,Mandeep Singh,SE Marsh,N Saini,_,_,_,_,_,_,Z Khan,R Vinay Kumar,AB McDonald,_,_,_
583,Subrata Roy Sahara Stadium,1,Mumbai Indians,Pune Warriors,JEC Franklin,SR Tendulkar,_,_,_,_,_,_,_,M Kartik,AB Dinda,WD Parnell,B Kumar,A Nehra,_
584,Subrata Roy Sahara Stadium,2,Pune Warriors,Mumbai Indians,RV Uthappa,JD Ryder,MJ Clarke,_,_,_,_,_,_,SL Malinga,MM Patel,Harbhajan Singh,_,_,_
585,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Deccan Chargers,F du Plessis,M Vijay,SK Raina,_,_,_,_,_,_,Ankit Sharma,DW Steyn,V Pratap Singh,DT Christian,_,_
586,"MA Chidambaram Stadium, Chepauk",2,Deccan Chargers,Chennai Super Kings,PA Patel,S Dhawan,CL White,_,_,_,_,_,_,BW Hilfenhaus,JA Morkel,DJ Bravo,R Ashwin,_,_
587,"Punjab Cricket Association Stadium, Mohali",1,Rajasthan Royals,Kings XI Punjab,R Dravid,AM Rahane,SR Watson,_,_,_,_,_,_,P Kumar,RJ Harris,P Awana,_,_,_
588,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,Rajasthan Royals,SE Marsh,Mandeep Singh,N Saini,DJ Hussey,_,_,_,_,_,AA Chavan,SR Watson,SW Tait,J Botha,_,_
589,Eden Gardens,1,Kolkata Knight Riders,Pune Warriors,G Gambhir,BB McCullum,_,_,_,_,_,_,_,M Kartik,AB Dinda,B Kumar,WD Parnell,_,_
590,Eden Gardens,2,Pune Warriors,Kolkata Knight Riders,RV Uthappa,MJ Clarke,MK Pandey,SPD Smith,_,_,_,_,_,Iqbal Abdulla,M de Lange,_,_,_,_
591,Wankhede Stadium,1,Chennai Super Kings,Mumbai Indians,M Vijay,F du Plessis,SK Raina,_,_,_,_,_,_,RJ Peterson,RP Singh,MM Patel,SL Malinga,_,_
592,Wankhede Stadium,2,Mumbai Indians,Chennai Super Kings,JEC Franklin,SR Tendulkar,RG Sharma,_,_,_,_,_,_,BW Hilfenhaus,JA Morkel,R Ashwin,_,_,_
593,M Chinnaswamy Stadium,1,Deccan Chargers,Royal Challengers Bangalore,DJ Harris,S Dhawan,_,_,_,_,_,_,_,Z Khan,A Mithun,P Parameswaran,_,_,_
594,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Deccan Chargers,TM Dilshan,CH Gayle,_,_,_,_,_,_,_,S Dhawan,DW Steyn,V Pratap Singh,Anand Rajan,_,_
595,Feroz Shah Kotla,1,Delhi Daredevils,Kolkata Knight Riders,DA Warner,V Sehwag,DPMD Jayawardene,LRPL Taylor,_,_,_,_,_,B Lee,PJ Sangwan,JH Kallis,SP Narine,_,_
596,Feroz Shah Kotla,2,Kolkata Knight Riders,Delhi Daredevils,BB McCullum,G Gambhir,_,_,_,_,_,_,_,IK Pathan,S Nadeem,M Morkel,UT Yadav,_,_
597,"Rajiv Gandhi International Stadium, Uppal",1,Kings XI Punjab,Deccan Chargers,Mandeep Singh,SE Marsh,_,_,_,_,_,_,_,AA Jhunjhunwala,V Pratap Singh,J Theron,S Dhawan,_,_
598,"Rajiv Gandhi International Stadium, Uppal",2,Deccan Chargers,Kings XI Punjab,DJ Harris,S Dhawan,PA Patel,CL White,_,_,_,_,_,RR Powar,P Kumar,PP Chawla,P Awana,Azhar Mahmood,_
599,Subrata Roy Sahara Stadium,1,Pune Warriors,Rajasthan Royals,SC Ganguly,MJ Clarke,RV Uthappa,_,_,_,_,_,_,AA Chavan,SW Tait,SR Watson,J Botha,_,_
600,Subrata Roy Sahara Stadium,2,Rajasthan Royals,Pune Warriors,R Dravid,AM Rahane,SR Watson,_,_,_,_,_,_,WD Parnell,B Kumar,M Kartik,A Nehra,_,_
601,Wankhede Stadium,1,Mumbai Indians,Royal Challengers Bangalore,JEC Franklin,SR Tendulkar,RG Sharma,KD Karthik,_,_,_,_,_,Z Khan,R Vinay Kumar,HV Patel,_,_,_
602,Wankhede Stadium,2,Royal Challengers Bangalore,Mumbai Indians,TM Dilshan,CH Gayle,_,_,_,_,_,_,_,SL Malinga,RP Singh,_,_,_,_
603,"Rajiv Gandhi International Stadium, Uppal",1,Deccan Chargers,Delhi Daredevils,DJ Harris,S Dhawan,KC Sangakkara,CL White,_,_,_,_,_,AD Russell,IK Pathan,M Morkel,VR Aaron,_,_
604,"Rajiv Gandhi International Stadium, Uppal",2,Delhi Daredevils,Deccan Chargers,V Sehwag,DA Warner,NV Ojha,_,_,_,_,_,_,S Dhawan,TP Sudhindra,MS Gony,A Ashish Reddy,_,_
605,Sawai Mansingh Stadium,1,Rajasthan Royals,Chennai Super Kings,R Dravid,AM Rahane,SR Watson,STR Binny,_,_,_,_,_,JA Morkel,BW Hilfenhaus,_,_,_,_
606,Sawai Mansingh Stadium,2,Chennai Super Kings,Rajasthan Royals,MEK Hussey,M Vijay,SK Raina,_,_,_,_,_,_,SR Watson,Pankaj Singh,SW Tait,_,_,_
607,Subrata Roy Sahara Stadium,1,Royal Challengers Bangalore,Pune Warriors,CH Gayle,TM Dilshan,_,_,_,_,_,_,_,K Upadhyay,AC Thomas,B Kumar,_,_,_
608,Subrata Roy Sahara Stadium,2,Pune Warriors,Royal Challengers Bangalore,MD Mishra,MJ Clarke,MK Pandey,RV Uthappa,AP Majumdar,_,_,_,_,Z Khan,R Vinay Kumar,HV Patel,KP Appanna,_,_
609,"MA Chidambaram Stadium, Chepauk",1,Delhi Daredevils,Chennai Super Kings,DA Warner,V Sehwag,NV Ojha,DPMD Jayawardene,Y Venugopal Rao,Y Nagar,_,_,_,BW Hilfenhaus,JA Morkel,_,_,_,_
610,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,Delhi Daredevils,MEK Hussey,M Vijay,_,_,_,_,_,_,_,M Morkel,UT Yadav,VR Aaron,_,_,_
611,Eden Gardens,1,Mumbai Indians,Kolkata Knight Riders,HH Gibbs,SR Tendulkar,RG Sharma,_,_,_,_,_,_,Shakib Al Hasan,B Lee,SP Narine,_,_,_
612,Eden Gardens,2,Kolkata Knight Riders,Mumbai Indians,MS Bisla,G Gambhir,JH Kallis,MK Tiwary,_,_,_,_,_,MM Patel,PP Ojha,SL Malinga,_,_,_
613,"Punjab Cricket Association Stadium, Mohali",1,Deccan Chargers,Kings XI Punjab,S Dhawan,PA Patel,_,_,_,_,_,_,_,P Kumar,DJ Hussey,RJ Harris,P Awana,Azhar Mahmood,_
614,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,Deccan Chargers,N Saini,Mandeep Singh,SE Marsh,Azhar Mahmood,_,_,_,_,_,DW Steyn,TP Sudhindra,DT Christian,AA Jhunjhunwala,_,_
615,Sawai Mansingh Stadium,1,Rajasthan Royals,Pune Warriors,R Dravid,AM Rahane,SR Watson,_,_,_,_,_,_,M Kartik,A Nehra,B Kumar,R Sharma,_,_
616,Sawai Mansingh Stadium,2,Pune Warriors,Rajasthan Royals,SC Ganguly,JD Ryder,RV Uthappa,AP Majumdar,CJ Ferguson,SPD Smith,_,_,_,A Chandila,SR Watson,SW Tait,_,_,_
617,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,TM Dilshan,V Kohli,SS Tiwary,_,_,_,_,_,MM Patel,RP Singh,SL Malinga,_,_,_
618,M Chinnaswamy Stadium,2,Mumbai Indians,Royal Challengers Bangalore,HH Gibbs,SR Tendulkar,RG Sharma,KD Karthik,AT Rayudu,_,_,_,_,Z Khan,R Vinay Kumar,HV Patel,_,_,_
619,Eden Gardens,1,Kolkata Knight Riders,Chennai Super Kings,G Gambhir,BB McCullum,_,_,_,_,_,_,_,SB Jakati,BW Hilfenhaus,R Ashwin,_,_,_
620,Eden Gardens,2,Chennai Super Kings,Kolkata Knight Riders,MEK Hussey,M Vijay,_,_,_,_,_,_,_,M de Lange,L Balaji,SP Narine,JH Kallis,_,_
621,Feroz Shah Kotla,1,Kings XI Punjab,Delhi Daredevils,Mandeep Singh,SE Marsh,N Saini,DJ Hussey,_,_,_,_,_,IK Pathan,Y Venugopal Rao,M Morkel,VR Aaron,_,_
622,Feroz Shah Kotla,2,Delhi Daredevils,Kings XI Punjab,DA Warner,V Sehwag,Y Venugopal Rao,DPMD Jayawardene,LRPL Taylor,NV Ojha,_,_,_,P Kumar,Azhar Mahmood,P Awana,_,_,_
623,Wankhede Stadium,1,Kolkata Knight Riders,Mumbai Indians,G Gambhir,BB McCullum,JH Kallis,MK Tiwary,_,_,_,_,_,MM Patel,RP Singh,SL Malinga,_,_,_
624,Wankhede Stadium,2,Mumbai Indians,Kolkata Knight Riders,HH Gibbs,SR Tendulkar,_,_,_,_,_,_,_,L Balaji,Shakib Al Hasan,SP Narine,Iqbal Abdulla,_,_
625,Feroz Shah Kotla,1,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,TM Dilshan,V Kohli,_,_,_,_,_,_,IK Pathan,UT Yadav,VR Aaron,AD Russell,_,_
626,Feroz Shah Kotla,2,Delhi Daredevils,Royal Challengers Bangalore,UBT Chand,DA Warner,Y Venugopal Rao,DPMD Jayawardene,_,_,_,_,_,TM Dilshan,Z Khan,R Vinay Kumar,HV Patel,_,_
627,Himachal Pradesh Cricket Association Stadium,1,Chennai Super Kings,Kings XI Punjab,M Vijay,MEK Hussey,SK Raina,MS Dhoni,_,_,_,_,_,P Kumar,RJ Harris,Azhar Mahmood,_,_,_
628,Himachal Pradesh Cricket Association Stadium,2,Kings XI Punjab,Chennai Super Kings,AC Gilchrist,Mandeep Singh,_,_,_,_,_,_,_,BW Hilfenhaus,JA Morkel,R Ashwin,_,_,_
629,"Rajiv Gandhi International Stadium, Uppal",1,Rajasthan Royals,Deccan Chargers,R Dravid,AM Rahane,SR Watson,_,_,_,_,_,_,JP Duminy,DW Steyn,MS Gony,V Pratap Singh,_,_
630,"Rajiv Gandhi International Stadium, Uppal",2,Deccan Chargers,Rajasthan Royals,PA Reddy,S Dhawan,_,_,_,_,_,_,_,A Chandila,SR Watson,SW Tait,J Botha,_,_
631,Himachal Pradesh Cricket Association Stadium,1,Kings XI Punjab,Delhi Daredevils,AC Gilchrist,Mandeep Singh,PC Valthaty,DJ Hussey,SD Chitnis,Azhar Mahmood,_,_,_,M Morkel,UT Yadav,_,_,_,_
632,Himachal Pradesh Cricket Association Stadium,2,Delhi Daredevils,Kings XI Punjab,UBT Chand,DA Warner,_,_,_,_,_,_,_,P Kumar,RJ Harris,P Awana,_,_,_
633,Subrata Roy Sahara Stadium,1,Kolkata Knight Riders,Pune Warriors,BB McCullum,G Gambhir,JH Kallis,_,_,_,_,_,_,A Nehra,AG Murtaza,WD Parnell,B Kumar,_,_
634,Subrata Roy Sahara Stadium,2,Pune Warriors,Kolkata Knight Riders,RV Uthappa,JD Ryder,MJ Clarke,_,_,_,_,_,_,L Balaji,Shakib Al Hasan,Iqbal Abdulla,SP Narine,_,_
635,"Rajiv Gandhi International Stadium, Uppal",1,Deccan Chargers,Royal Challengers Bangalore,S Dhawan,PA Reddy,KC Sangakkara,CL White,JP Duminy,_,_,_,_,Z Khan,R Vinay Kumar,P Parameswaran,M Muralitharan,_,_
636,"Rajiv Gandhi International Stadium, Uppal",2,Royal Challengers Bangalore,Deccan Chargers,CH Gayle,TM Dilshan,V Kohli,SS Tiwary,AB de Villiers,_,_,_,_,DW Steyn,MS Gony,_,_,_,_
637,Sawai Mansingh Stadium,1,Rajasthan Royals,Mumbai Indians,R Dravid,AM Rahane,SR Watson,STR Binny,_,_,_,_,_,RP Singh,DS Kulkarni,SL Malinga,_,_,_
638,Sawai Mansingh Stadium,2,Mumbai Indians,Rajasthan Royals,SR Tendulkar,DR Smith,_,_,_,_,_,_,_,A Chandila,SR Watson,SW Tait,GB Hogg,_,_
639,Subrata Roy Sahara Stadium,1,Kolkata Knight Riders,Delhi Daredevils,BB McCullum,G Gambhir,JH Kallis,_,_,_,_,_,_,IK Pathan,UT Yadav,M Morkel,VR Aaron,_,_
640,Subrata Roy Sahara Stadium,2,Delhi Daredevils,Kolkata Knight Riders,DA Warner,V Sehwag,NV Ojha,DPMD Jayawardene,_,_,_,_,_,L Balaji,Shakib Al Hasan,JH Kallis,SP Narine,_,_
641,M Chinnaswamy Stadium,1,Chennai Super Kings,Mumbai Indians,M Vijay,MEK Hussey,SK Raina,S Badrinath,_,_,_,_,_,Harbhajan Singh,DS Kulkarni,RP Singh,SL Malinga,_,_
642,M Chinnaswamy Stadium,2,Mumbai Indians,Chennai Super Kings,SR Tendulkar,DR Smith,RG Sharma,_,_,_,_,_,_,SB Jakati,BW Hilfenhaus,R Ashwin,_,_,_
643,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Delhi Daredevils,M Vijay,MEK Hussey,_,_,_,_,_,_,_,Sunny Gupta,UT Yadav,AD Russell,VR Aaron,_,_
644,"MA Chidambaram Stadium, Chepauk",2,Delhi Daredevils,Chennai Super Kings,DPMD Jayawardene,DA Warner,V Sehwag,LRPL Taylor,_,_,_,_,_,BW Hilfenhaus,JA Morkel,_,_,_,_
645,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Kolkata Knight Riders,MEK Hussey,M Vijay,_,_,_,_,_,_,_,B Lee,Shakib Al Hasan,SP Narine,_,_,_
646,"MA Chidambaram Stadium, Chepauk",2,Kolkata Knight Riders,Chennai Super Kings,MS Bisla,G Gambhir,JH Kallis,_,_,_,_,_,_,BW Hilfenhaus,JA Morkel,R Ashwin,_,_,_
647,Eden Gardens,1,Delhi Daredevils,Kolkata Knight Riders,UBT Chand,DA Warner,DPMD Jayawardene,MC Juneja,_,_,_,_,_,B Lee,JH Kallis,L Balaji,SP Narine,_,_
648,Eden Gardens,2,Kolkata Knight Riders,Delhi Daredevils,MS Bisla,G Gambhir,JH Kallis,_,_,_,_,_,_,IK Pathan,A Nehra,UT Yadav,_,_,_
649,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,TM Dilshan,V Kohli,MA Agarwal,_,_,_,_,_,MG Johnson,MM Patel,JJ Bumrah,JDP Oram,_,_
650,M Chinnaswamy Stadium,2,Mumbai Indians,Royal Challengers Bangalore,RT Ponting,SR Tendulkar,_,_,_,_,_,_,_,JD Unadkat,DT Christian,R Vinay Kumar,M Muralitharan,_,_
651,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,Pune Warriors,PA Reddy,PA Patel,KC Sangakkara,_,_,_,_,_,_,MN Samuels,B Kumar,AB Dinda,_,_,_
652,"Rajiv Gandhi International Stadium, Uppal",2,Pune Warriors,Sunrisers Hyderabad,RV Uthappa,MK Pandey,_,_,_,_,_,_,_,DW Steyn,I Sharma,NLTC Perera,_,_,_
653,Feroz Shah Kotla,1,Rajasthan Royals,Delhi Daredevils,MDKJ Perera,AM Rahane,R Dravid,_,_,_,_,_,_,IK Pathan,A Nehra,UT Yadav,AD Russell,_,_
654,Feroz Shah Kotla,2,Delhi Daredevils,Rajasthan Royals,DA Warner,UBT Chand,DPMD Jayawardene,_,_,_,_,_,_,S Badree,S Sreesanth,_,_,_,_
655,"MA Chidambaram Stadium, Chepauk",1,Mumbai Indians,Chennai Super Kings,RT Ponting,SR Tendulkar,KD Karthik,RG Sharma,_,_,_,_,_,DP Nannes,AS Rajpoot,_,_,_,_
656,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,Mumbai Indians,MEK Hussey,M Vijay,SK Raina,DJ Bravo,_,_,_,_,_,MG Johnson,MM Patel,Harbhajan Singh,_,_,_
657,"Rajiv Gandhi International Stadium, Uppal",1,Royal Challengers Bangalore,Sunrisers Hyderabad,CH Gayle,TM Dilshan,V Kohli,KK Nair,_,_,_,_,_,DW Steyn,GH Vihari,I Sharma,Ankit Sharma,_,_
658,"Rajiv Gandhi International Stadium, Uppal",2,Sunrisers Hyderabad,Royal Challengers Bangalore,PA Reddy,PA Patel,CL White,GH Vihari,_,_,_,_,_,JD Unadkat,MC Henriques,M Kartik,_,_,_
659,"Rajiv Gandhi International Stadium, Uppal",3,Sunrisers Hyderabad,Royal Challengers Bangalore,NLTC Perera,CL White,_,_,_,_,_,_,_,R Vinay Kumar,_,_,_,_,_
